"X","Taxon","longitude","latitude","uncertainty","year"
1272,"Artemisia verlotiorum Lamotte",10.9701028516382,43.7365801294347,564.189583547756,2018
1273,"Artemisia verlotiorum Lamotte",10.9737077405542,43.7382855147952,564.189583547756,2018
1274,"Artemisia verlotiorum Lamotte",10.9124148534023,43.7303550187976,564.189583547756,2018
1275,"Salicornia perennans Willd. subsp. perennans",10.318195,42.803233,564.189583547756,2005
1276,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.480884,43.821608,1784.12411615277,1861
1277,"Anredera cordifolia (Ten.) Steenis",10.121172,42.750195,1784.12411615277,2012
1278,"Colchicum lusitanum Brot.",11.214799,43.783999,1784.12411615277,1871
1279,"Colchicum lusitanum Brot.",11.053651,43.818845,1784.12411615277,1856
1280,"Colchicum lusitanum Brot.",11.881327,43.796371,1784.12411615277,1867
1281,"Colchicum lusitanum Brot.",11.053651,43.818845,1784.12411615277,1872
1282,"Colchicum lusitanum Brot.",11.333635,43.318519,1784.12411615277,1858
1283,"Colchicum lusitanum Brot.",11.221104,43.791504,1784.12411615277,1874
1284,"Colchicum lusitanum Brot.",11.255868,43.783279,1784.12411615277,1877
1285,"Colchicum lusitanum Brot.",10.466806,43.819125,1784.12411615277,1854
1286,"Colchicum lusitanum Brot.",11.255868,43.783279,1784.12411615277,1875
1287,"Colchicum lusitanum Brot.",10.713696,43.628149,1784.12411615277,1953
1288,"Colchicum lusitanum Brot.",10.466806,43.819125,1784.12411615277,1875
1289,"Colchicum lusitanum Brot.",11.553028,43.730966,1784.12411615277,1902
1290,"Colchicum lusitanum Brot.",11.255868,43.783279,1784.12411615277,1847
1291,"Colchicum lusitanum Brot.",10.294289,43.727664,1784.12411615277,1954
1292,"Colchicum lusitanum Brot.",11.553028,43.730966,1784.12411615277,1902
1293,"Colchicum lusitanum Brot.",11.4471,43.87698,1784.12411615277,1915
1294,"Colchicum lusitanum Brot.",11.374774,43.752877,1784.12411615277,1879
1295,"Colchicum lusitanum Brot.",10.466806,43.819125,1784.12411615277,1954
1296,"Colchicum lusitanum Brot.",10.800764,44.006595,1784.12411615277,1955
1297,"Colchicum lusitanum Brot.",10.466806,43.819125,1784.12411615277,1875
1298,"Colchicum lusitanum Brot.",11.4051,43.87371,1784.12411615277,1880
1299,"Colchicum lusitanum Brot.",11.255868,43.783279,1784.12411615277,1875
1300,"Colchicum lusitanum Brot.",11.008753,43.752336,1784.12411615277,2012
1301,"Helianthus tuberosus L.",11.149001,43.924799,1784.12411615277,2009
1302,"Arbutus unedo L.",10.1096981850438,44.0093715914476,1784.12411615277,2018
1303,"Arbutus unedo L.",11.145667,42.411119,1784.12411615277,1911
1304,"Helianthus tuberosus L.",10.125344,42.79239,1784.12411615277,2012
1305,"Hieracium racemosum Waldst. & Kit. ex Willd.",11.511363,42.786898,1784.12411615277,2008
1306,"Hieracium racemosum Waldst. & Kit. ex Willd.",11.040332,44.065715,1784.12411615277,2006
1307,"Hieracium racemosum Waldst. & Kit. ex Willd.",11.753703,42.682601,1784.12411615277,2003
1308,"Spiranthes spiralis (L.) Chevall.",10.32169,42.811767,1784.12411615277,1908
1309,"Smilax aspera L.",10.306871,43.690449,564.189583547756,2015
1310,"Smilax aspera L.",10.343478,43.742106,1784.12411615277,1956
1311,"Artemisia verlotiorum Lamotte",10.9384698912875,43.714590706907,564.189583547756,2018
1312,"Artemisia verlotiorum Lamotte",10.936216835715,43.714280517779,564.189583547756,2018
1313,"Artemisia verlotiorum Lamotte",10.9314681794134,43.7164875315925,564.189583547756,2018
1314,"Artemisia verlotiorum Lamotte",10.9307600762335,43.716231633778,564.189583547756,2018
1315,"Dittrichia viscosa (L.) Greuter subsp. viscosa",12.018818,43.564384,1784.12411615277,2004
1316,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.367415,42.791777,1784.12411615277,2000
1317,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.632204,43.558547,1784.12411615277,2004
1318,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.27625,43.6256,1784.12411615277,2009
1319,"Dittrichia viscosa (L.) Greuter subsp. viscosa",12.105094,43.571386,1784.12411615277,2004
1320,"Dittrichia viscosa (L.) Greuter subsp. viscosa",12.04292,43.59458,1784.12411615277,2004
1321,"Dittrichia viscosa (L.) Greuter subsp. viscosa",12.046446,43.669608,1784.12411615277,2004
1322,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.8778,43.446963,1784.12411615277,1911
1323,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.989059,43.5686,1784.12411615277,1934
1324,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.418141,42.456115,1784.12411615277,1991
1325,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.076548,43.91797,1784.12411615277,1914
1326,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.076548,43.91797,1784.12411615277,1936
1327,"Colchicum lusitanum Brot.",10.328407,43.718316,1784.12411615277,1956
1328,"Euphorbia dendroides L.",11.081389,42.418528,1784.12411615277,1875
1329,"Euphorbia dendroides L.",11.081389,42.418528,1784.12411615277,1990
1330,"Euphorbia dendroides L.",11.081389,42.418528,1784.12411615277,1905
1331,"Euphorbia dendroides L.",11.081389,42.418528,1784.12411615277,1882
1332,"Colchicum lusitanum Brot.",11.005457,43.433269,1784.12411615277,2018
1333,"Smilax aspera L.",11.005457,43.433269,1784.12411615277,2018
1334,"Sternbergia colchiciflora Waldst. & Kit.",11.23397,43.87897,1784.12411615277,2016
1335,"Posidonia oceanica (L.) Delile",10.333637,43.472367,1784.12411615277,2007
1336,"Arbutus unedo L.",10.1561594734499,44.0224388948989,1784.12411615277,2019
1337,"Arbutus unedo L.",10.1595497856447,44.0229943549741,1784.12411615277,2019
1338,"Arbutus unedo L.",10.1624680290529,44.022222881242,1784.12411615277,2019
1339,"Pulicaria vulgaris Gaertn.",11.891713,43.432595,1784.12411615277,1912
1340,"Pulicaria vulgaris Gaertn.",11.836343,43.445803,1784.12411615277,1912
1341,"Arbutus unedo L.",10.1639700661012,44.0198775394474,1784.12411615277,2019
1342,"Arbutus unedo L.",10.1623392830202,44.0185505286514,1784.12411615277,2019
1343,"Prospero autumnale (L.) Speta",11.076548,43.91797,1784.12411615277,2002
1344,"Prospero autumnale (L.) Speta",11.418141,42.456115,1784.12411615277,1991
1345,"Smilax aspera L.",10.544208,43.177167,1784.12411615277,2000
1346,"Smilax aspera L.",10.909194,43.828846,1784.12411615277,2012
1347,"Smilax aspera L.",11.008753,43.752336,1784.12411615277,2012
1348,"Smilax aspera L.",10.868103,43.849836,1784.12411615277,2012
1349,"Smilax aspera L.",11.149001,43.924799,1784.12411615277,2009
1350,"Spiranthes spiralis (L.) Chevall.",10.468496,43.824878,1784.12411615277,2007
1351,"Spiranthes spiralis (L.) Chevall.",10.495083,43.837609,1784.12411615277,1860
1352,"Spiranthes spiralis (L.) Chevall.",10.124609,44.030492,1784.12411615277,1942
1353,"Spiranthes spiralis (L.) Chevall.",10.148044,44.036894,1784.12411615277,1942
1354,"Spiranthes spiralis (L.) Chevall.",11.147564,43.751465,1784.12411615277,1860
1355,"Spiranthes spiralis (L.) Chevall.",12.130727,43.569459,1784.12411615277,1860
1356,"Spiranthes spiralis (L.) Chevall.",9.8061,43.03058,1784.12411615277,2008
1357,"Spiranthes spiralis (L.) Chevall.",11.333635,43.318519,1784.12411615277,1860
1358,"Spiranthes spiralis (L.) Chevall.",10.62403,43.09464,1784.12411615277,2007
1359,"Spiranthes spiralis (L.) Chevall.",10.047553,44.066508,1784.12411615277,1942
1360,"Spiranthes spiralis (L.) Chevall.",10.115681,44.020724,1784.12411615277,1942
1361,"Spiranthes spiralis (L.) Chevall.",10.690142,43.172464,1784.12411615277,2005
1362,"Spiranthes spiralis (L.) Chevall.",10.488867,43.738712,1784.12411615277,2006
1363,"Spiranthes spiralis (L.) Chevall.",10.075458,42.580947,1784.12411615277,1901
1364,"Spiranthes spiralis (L.) Chevall.",11.595979,43.780405,1784.12411615277,1999
1365,"Spiranthes spiralis (L.) Chevall.",10.075458,42.580947,1784.12411615277,1901
1366,"Spiranthes spiralis (L.) Chevall.",11.060486,43.888883,1784.12411615277,1860
1367,"Spiranthes spiralis (L.) Chevall.",11.008753,43.752336,1784.12411615277,2012
1368,"Spiranthes spiralis (L.) Chevall.",10.848707,43.895463,1784.12411615277,2012
1369,"Spiranthes spiralis (L.) Chevall.",10.868103,43.849836,1784.12411615277,2012
1370,"Spiranthes spiralis (L.) Chevall.",10.702331,43.825066,1784.12411615277,1958
1371,"Spiranthes spiralis (L.) Chevall.",10.702331,43.825066,1784.12411615277,1958
1372,"Spiranthes spiralis (L.) Chevall.",11.319543,43.091598,1784.12411615277,1991
1373,"Spiranthes spiralis (L.) Chevall.",11.168866,42.899181,1784.12411615277,1996
1374,"Hieracium sabaudum L.",9.92027,44.314863,1784.12411615277,1942
1375,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.7557010650635,42.9266400047357,564.189583547756,2018
1376,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.0687255859375,42.8695480539276,564.189583547756,2018
1377,"Sternbergia colchiciflora Waldst. & Kit.",10.952153,43.159435,1784.12411615277,2000
1378,"Calluna vulgaris (L.) Hull",9.95955647504968,44.3941629813909,564.189583547756,2018
1379,"Sternbergia colchiciflora Waldst. & Kit.",11.699801,43.153621,1784.12411615277,2006
1380,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.040332,44.065715,1784.12411615277,2006
1381,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.255868,43.783279,1784.12411615277,1830
1382,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.268387,43.751729,1784.12411615277,1870
1383,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.844252,43.73144,1784.12411615277,1863
1384,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.212466,43.759485,1784.12411615277,1907
1385,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.560733,44.056111,1784.12411615277,1856
1386,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.070926,43.74464,1784.12411615277,1859
1387,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.070926,43.74464,1784.12411615277,1879
1388,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.468496,43.824878,1784.12411615277,1877
1389,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.290106,43.721262,1784.12411615277,1909
1390,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.314763,43.767742,1784.12411615277,1916
1391,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.229482,43.278089,1784.12411615277,1938
1392,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.857949,43.546806,1784.12411615277,1877
1393,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.366023,42.80939,1784.12411615277,1977
1394,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.923233,43.86874,1784.12411615277,1886
1395,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.43375,43.326612,1784.12411615277,1984
1396,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.333635,43.318519,1784.12411615277,2007
1397,"Artemisia verlotiorum Lamotte",10.9400219558838,43.7145609970722,564.189583547756,2018
1398,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.054453,43.680175,1784.12411615277,1843
1399,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.255868,43.783279,1784.12411615277,1886
1400,"Smilax aspera L.",11.3449771984565,43.7645244997115,564.189583547756,1946
1401,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.070926,43.74464,1784.12411615277,1899
1402,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.219145,43.751027,1784.12411615277,1881
1403,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.468496,43.824878,1784.12411615277,1869
1404,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.102606,43.77271,1784.12411615277,1881
1405,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.348867,43.697165,1784.12411615277,1914
1406,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.326627,43.51226,1784.12411615277,1915
1407,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.909194,43.828846,1784.12411615277,2012
1408,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.008753,43.752336,1784.12411615277,2012
1409,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.963479512239,43.6853003678576,564.189583547756,2018
1410,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.2879833907909,44.0321541600955,564.189583547756,2018
1411,"Artemisia verlotiorum Lamotte",10.8836197453134,43.7173055512325,564.189583547756,2018
1412,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.9565915994888,43.6950752780694,564.189583547756,2018
1413,"Smilax aspera L.",11.3507670120706,43.7638812189489,564.189583547756,2018
1414,"Artemisia verlotiorum Lamotte",10.9231599393975,43.7246352469728,564.189583547756,2018
1415,"Arbutus unedo L.",11.3507670120706,43.7638812189489,564.189583547756,2018
1416,"Arbutus unedo L.",11.3449771984565,43.7645244997115,564.189583547756,1946
1417,"Artemisia verlotiorum Lamotte",10.9609689646011,43.6885278159591,564.189583547756,2018
1418,"Artemisia verlotiorum Lamotte",10.9150156447422,43.7267984088041,564.189583547756,2018
1419,"Arbutus unedo L.",9.818082,43.037775,1784.12411615277,2001
1420,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.2859345399675,44.0248161237975,564.189583547756,2018
1421,"Hieracium sabaudum L.",10.55569,43.73604,564.189583547756,2017
1422,"Artemisia verlotiorum Lamotte",10.9516134195571,43.7019666103432,564.189583547756,2018
1423,"Tradescantia fluminensis Vell.",10.909194,43.828846,1784.12411615277,2012
1424,"Smilax aspera L.",10.533278,43.539276,1784.12411615277,2014
1425,"Artemisia verlotiorum Lamotte",10.8815023474401,43.7144053006165,564.189583547756,2018
1426,"Artemisia verlotiorum Lamotte",10.9576462068428,43.7162926877536,564.189583547756,2018
1427,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.9576644830947,43.6939737408568,564.189583547756,2018
1428,"Callitriche brutia Petagna",10.3102371,42.3376951,564.189583547756,2018
1429,"Euphorbia dendroides L.",11.09516,42.25488,1784.12411615277,1886
1430,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.3606772691257,43.7637889013287,564.189583547756,2018
1431,"Colchicum lusitanum Brot.",10.488703,43.903892,1784.12411615277,2018
1432,"Artemisia verlotiorum Lamotte",10.9576644830947,43.6939737408568,564.189583547756,2018
1433,"Artemisia verlotiorum Lamotte",10.9587588243728,43.6930428485647,564.189583547756,2018
1434,"Euphorbia dendroides L.",11.09516,42.25488,1784.12411615277,1886
1435,"Euphorbia dendroides L.",11.09516,42.25488,1784.12411615277,1889
1436,"Euphorbia dendroides L.",11.09516,42.25488,1784.12411615277,1882
1437,"Euphorbia dendroides L.",11.145667,42.411119,1784.12411615277,1992
1438,"Euphorbia dendroides L.",11.10409,42.396077,1784.12411615277,1883
1439,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.903877070425,43.7294610496125,564.189583547756,2018
1440,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.8815023474401,43.7144053006165,564.189583547756,2018
1441,"Colchicum lusitanum Brot.",11.37523,43.8554,564.189583547756,2018
1442,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.2238607746788,43.7955342782621,564.189583547756,2018
1443,"Artemisia verlotiorum Lamotte",10.8815023474401,43.7144053006165,564.189583547756,2018
1444,"Ludwigia peploides (Kunth) P.H.Raven subsp. montevidensis (Spreng.) P.H.Raven",10.9506091254336,43.7265217312783,564.189583547756,2018
1445,"Artemisia verlotiorum Lamotte",10.9488024645095,43.7058291440067,564.189583547756,2018
1446,"Ludwigia peploides (Kunth) P.H.Raven subsp. montevidensis (Spreng.) P.H.Raven",10.9491070883853,43.7262503699225,564.189583547756,2018
1447,"Ludwigia peploides (Kunth) P.H.Raven subsp. montevidensis (Spreng.) P.H.Raven",10.9661356516896,43.7361179821312,564.189583547756,2018
1448,"Calluna vulgaris (L.) Hull",11.005457,43.433269,1784.12411615277,2018
1449,"Ludwigia peploides (Kunth) P.H.Raven subsp. montevidensis (Spreng.) P.H.Raven",10.9487744944674,43.7250873787595,564.189583547756,2018
1450,"Ludwigia peploides (Kunth) P.H.Raven subsp. montevidensis (Spreng.) P.H.Raven",10.9701267787037,43.737637339539,564.189583547756,2018
1451,"Ludwigia peploides (Kunth) P.H.Raven subsp. montevidensis (Spreng.) P.H.Raven",10.9461890766862,43.7248175950726,564.189583547756,2018
1452,"Ludwigia peploides (Kunth) P.H.Raven subsp. montevidensis (Spreng.) P.H.Raven",10.9735170908986,43.7391256522732,564.189583547756,2018
1453,"Ludwigia peploides (Kunth) P.H.Raven subsp. montevidensis (Spreng.) P.H.Raven",10.946146161342,43.7238174001094,564.189583547756,2018
1454,"Ludwigia peploides (Kunth) P.H.Raven subsp. montevidensis (Spreng.) P.H.Raven",10.971070916277,43.7371722342228,564.189583547756,2018
1455,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.9450259142166,43.7068063721113,564.189583547756,2018
1456,"Artemisia verlotiorum Lamotte",10.8928725680684,43.7269389649767,564.189583547756,2018
1457,"Ludwigia peploides (Kunth) P.H.Raven subsp. montevidensis (Spreng.) P.H.Raven",10.9437643597367,43.7236003013225,564.189583547756,2018
1458,"Ludwigia peploides (Kunth) P.H.Raven subsp. montevidensis (Spreng.) P.H.Raven",10.9425305435899,43.7224139976276,564.189583547756,2018
1459,"Helianthus tuberosus L.",10.9491167793008,43.7253826760003,564.189583547756,2018
1460,"Sporobolus cryptandrus (Torr.) A.Gray",10.33804914,43.71857484,564.189583547756,2015
1461,"Ludwigia peploides (Kunth) P.H.Raven subsp. montevidensis (Spreng.) P.H.Raven",10.9403525898698,43.7227163909963,564.189583547756,2018
1462,"Ludwigia peploides (Kunth) P.H.Raven subsp. montevidensis (Spreng.) P.H.Raven",10.9401916573289,43.7221348639325,564.189583547756,2018
1463,"Helianthus tuberosus L.",10.9514675332794,43.7269173305435,564.189583547756,2018
1464,"Ludwigia peploides (Kunth) P.H.Raven subsp. montevidensis (Spreng.) P.H.Raven",10.9513224590486,43.7271743113351,564.189583547756,2018
1465,"Ludwigia peploides (Kunth) P.H.Raven subsp. montevidensis (Spreng.) P.H.Raven",10.9386896202806,43.7230653045251,564.189583547756,2018
1466,"Ludwigia peploides (Kunth) P.H.Raven subsp. montevidensis (Spreng.) P.H.Raven",10.9384750435594,43.7224992882195,564.189583547756,2018
1467,"Ludwigia peploides (Kunth) P.H.Raven subsp. montevidensis (Spreng.) P.H.Raven",10.9366296837571,43.7238251536229,564.189583547756,2018
1468,"Spiranthes spiralis (L.) Chevall.",10.0954522078929,44.0490159371337,1784.12411615277,2018
1469,"Ludwigia peploides (Kunth) P.H.Raven subsp. montevidensis (Spreng.) P.H.Raven",10.9537605870431,43.730331924726,564.189583547756,2018
1470,"Ludwigia peploides (Kunth) P.H.Raven subsp. montevidensis (Spreng.) P.H.Raven",10.9577946294015,43.7325956618327,564.189583547756,2018
1471,"Dittrichia graveolens (L.) Greuter",10.9499973529056,43.7258590808203,564.189583547756,2018
1472,"Spiranthes spiralis (L.) Chevall.",10.0954522078929,44.0506198658388,1784.12411615277,2018
1473,"Artemisia verlotiorum Lamotte",10.9493809803889,43.7254656010345,564.189583547756,2018
1474,"Colchicum lusitanum Brot.",11.07871,44.020316,17841.2411615277,2018
1475,"Artemisia verlotiorum Lamotte",10.9479952023534,43.7246954132299,564.189583547756,2018
1476,"Colchicum lusitanum Brot.",11.148188,44.047494,17841.2411615277,2018
1477,"Helianthus tuberosus L.",10.8904105121024,43.7224541128473,564.189583547756,2018
